TaskID,Input1,Output1_1
581,8,68.0
582,0,92.0
582,2,81.0
582,3,77.0
582,4,73.0
582,5,70.0
582,6,65.0
582,7,61.0
582,8,58.0
582,9,55.0
583,0,99.0
583,2,89.0
583,3,85.0
583,4,82.0
583,5,79.0
583,6,75.0
583,7,99.0
584,0,109.0
584,3,90.0
584,4,85.0
584,6,74.0
584,7,70.0
584,8,64.0
584,9,134.0
584,10,132.0
585,0,104.0
585,2,91.0
585,3,88.0
585,4,83.0
585,5,80.0
585,6,76.0
585,7,72.0
585,8,67.0
585,9,58.0
586,0,91.0
586,2,145.0
586,3,121.0
586,4,86.0
586,5,78.0
586,6,122.0
586,7,146.0
587,0,103.0
587,2,91.0
587,3,87.0
587,4,83.0
587,5,78.0
587,6,73.0
587,7,68.0
587,8,64.0
587,9,60.0
588,0,99.0
588,2,88.0
588,3,84.0
588,5,78.0
588,6,73.0
588,7,70.0
588,9,64.0
588,10,59.0
589,0,107.0
589,2,117.0
589,3,120.0
589,4,69.0
589,6,103.0
589,9,88.0
589,13,134.0
590,0,110.0
590,2,101.0
590,3,130.0
590,4,127.0
590,5,103.0
590,6,133.0
590,7,117.0
590,8,77.0
590,9,70.0
590,10,108.0
591,0,94.0
591,2,82.0
591,3,77.0
591,4,74.0
591,5,99.0
591,6,123.0
591,7,148.0
591,8,154.0
592,0,93.0
592,2,90.0
592,4,119.0
592,5,119.0
592,6,66.0
592,7,58.0
592,8,52.0
592,9,129.0
593,0,90.0
593,2,57.0
593,3,55.0
593,4,52.0
593,5,47.0
593,6,45.0
593,7,41.0
593,8,37.0
593,9,91.0
593,10,103.0
593,11,135.0
593,12,178.0
594,0,92.0
594,2,110.0
594,3,136.0
594,4,99.0
594,5,104.0
594,6,98.0
594,9,91.0
594,10,136.0
595,0,96.0
595,2,117.0
595,3,124.0
595,4,100.0
595,5,71.0
595,6,64.0
595,7,89.0
595,8,105.0
595,9,131.0
596,0,92.0
596,2,138.0
596,3,131.0
596,4,149.0
596,5,157.0
596,6,151.0
596,7,75.0
596,8,71.0
597,0,98.0
597,2,84.0
597,3,80.0
597,4,75.0
597,6,68.0
597,7,64.0
597,9,145.0
597,11,157.0
598,0,94.0
598,3,42.0
598,5,34.0
598,7,28.0
598,9,131.0
598,10,138.0
598,11,144.0
599,0,98.0
599,2,82.0
599,3,79.0
599,4,75.0
599,6,67.0
599,7,64.0
599,9,56.0
599,10,53.0
600,0,96.0
600,2,133.0
600,3,99.0
600,4,115.0
600,5,116.0
600,6,57.0
600,7,52.0
600,8,62.0
600,9,155.0
601,0,110.0
601,2,77.0
601,3,73.0
601,4,68.0
601,5,63.0
601,6,60.0
601,7,137.0
601,8,152.0
601,9,185.0
601,10,196.0
602,0,109.0
602,2,54.0
602,3,50.0
602,4,46.0
602,5,41.0
602,7,32.0
602,8,29.0
602,10,142.0
602,12,185.0
603,0,105.0
603,2,95.0
603,3,105.0
603,4,140.0
603,5,169.0
603,6,180.0
603,7,151.0
604,0,90.0
604,2,80.0
604,3,76.0
604,4,73.0
604,5,115.0
604,6,153.0
604,7,189.0
604,8,142.0
604,9,104.0
604,10,78.0
604,11,58.0
604,12,46.0
605,0,95.0
605,3,89.0
605,5,171.0
605,7,85.0
605,9,77.0
605,11,69.0
605,12,65.0
606,0,95.0
606,2,90.0
606,3,94.0
606,4,94.0
606,5,97.0
606,6,121.0
606,7,73.0
606,8,64.0
606,10,91.0
606,11,69.0
606,12,64.0
606,13,118.0
607,0,91.0
607,3,78.0
607,4,74.0
607,5,71.0
607,6,67.0
607,7,64.0
607,8,59.0
607,9,55.0
607,10,52.0
608,0,94.0
608,2,84.0
608,3,79.0
608,4,74.0
608,5,69.0
608,6,64.0
608,7,64.0
609,0,93.0
609,2,63.0
609,3,113.0
609,4,138.0
609,5,162.0
609,6,173.0
609,9,59.0
610,0,90.0
610,2,56.0
610,3,52.0
610,4,48.0
610,5,44.0
610,6,40.0
610,7,36.0
610,8,112.0
610,9,111.0
610,10,141.0
610,11,155.0
611,0,99.0
611,2,128.0
611,3,135.0
611,4,106.0
611,5,90.0
611,7,61.0
611,8,94.0
611,9,68.0
612,0,91.0
612,2,115.0
612,3,98.0
612,4,99.0
612,5,85.0
612,6,99.0
612,7,59.0
612,8,56.0
612,9,51.0
612,10,88.0
612,11,121.0
613,0,107.0
613,3,69.0
613,4,64.0
613,5,60.0
613,6,101.0
613,7,132.0
613,8,120.0
613,9,104.0
613,10,136.0
614,0,93.0
614,4,72.0
614,5,67.0
614,6,137.0
614,7,108.0
614,8,102.0
614,9,65.0
614,10,56.0
614,11,50.0
614,12,113.0
615,0,99.0
615,2,114.0
615,3,132.0
615,4,123.0
615,5,66.0
615,6,57.0
615,7,123.0
616,0,98.0
616,2,81.0
616,3,77.0
616,4,74.0
616,5,70.0
616,6,66.0
616,7,61.0
616,8,97.0
616,9,91.0
616,10,147.0
616,11,149.0
617,0,94.0
617,2,82.0
617,3,77.0
617,4,73.0
617,5,70.0
617,6,66.0
617,7,62.0
617,8,58.0
617,9,54.0
618,0,92.0
618,2,104.0
618,3,111.0
618,4,67.0
618,5,61.0
618,6,138.0
618,7,120.0
618,8,130.0
618,10,53.0
619,0,90.0
619,2,124.0
619,3,127.0
619,4,118.0
619,5,80.0
619,6,73.0
619,7,69.0
620,0,99.0
620,2,114.0
620,4,94.0
620,5,74.0
620,6,64.0
620,8,91.0
620,9,70.0
620,10,64.0
620,11,110.0
620,12,94.0
620,13,92.0
621,0,92.0
621,2,73.0
621,3,70.0
621,4,67.0
621,5,63.0
621,6,115.0
621,7,90.0
621,8,140.0
622,0,93.0
622,2,45.0
622,3,42.0
622,4,39.0
622,5,35.0
622,6,31.0
622,7,89.0
622,8,103.0
622,9,148.0
622,10,164.0
623,0,102.0
623,2,87.0
623,3,83.0
623,4,79.0
623,5,76.0
623,6,72.0
623,7,67.0
623,8,62.0
623,9,58.0
624,0,99.0
624,2,98.0
624,3,93.0
624,4,89.0
624,5,85.0
624,6,81.0
624,7,76.0
624,8,73.0
624,10,63.0
624,11,59.0
624,12,56.0
625,0,95.0
625,2,62.0
625,3,58.0
625,4,102.0
625,5,100.0
625,6,138.0
625,7,159.0
626,0,90.0
626,2,79.0
626,3,76.0
626,4,73.0
626,5,70.0
626,6,67.0
626,7,109.0
626,8,100.0
626,9,130.0
626,10,144.0
626,11,133.0
627,0,101.0
627,2,127.0
627,3,127.0
627,4,108.0
627,5,94.0
627,6,74.0
627,7,70.0
627,8,128.0
627,9,98.0
627,12,60.0
628,0,109.0
628,3,89.0
628,4,85.0
628,5,81.0
628,6,78.0
628,7,74.0
628,8,70.0
628,9,65.0
629,0,101.0
629,2,113.0
629,3,73.0
629,4,65.0
629,5,61.0
629,6,106.0
629,7,137.0
629,8,110.0
629,9,105.0
629,10,113.0
630,0,93.0
630,2,96.0
630,3,130.0
630,4,67.0
630,5,58.0
630,6,113.0
630,7,107.0
630,8,106.0
630,9,96.0
630,10,63.0
630,11,59.0
630,12,50.0
631,0,97.0
631,2,88.0
631,3,129.0
631,4,132.0
631,5,135.0
631,6,133.0
631,7,43.0
632,0,107.0
632,2,94.0
632,3,89.0
632,4,85.0
632,5,80.0
632,6,77.0
632,7,73.0
632,8,70.0
632,9,65.0
633,0,92.0
633,2,88.0
633,3,68.0
633,5,101.0
633,6,105.0
633,7,89.0
633,8,121.0
633,9,111.0
633,10,61.0
633,11,55.0
633,12,48.0
633,13,92.0
634,0,90.0
634,2,60.0
634,3,53.0
634,4,110.0
634,5,111.0
634,6,112.0
634,7,92.0
635,0,103.0
635,2,47.0
635,3,43.0
635,4,38.0
635,5,34.0
635,7,126.0
635,9,156.0
636,0,109.0
636,2,96.0
636,3,90.0
636,4,77.0
636,5,63.0
636,6,106.0
636,7,149.0
636,8,188.0
637,0,101.0
637,2,88.0
637,3,84.0
637,4,81.0
637,5,76.0
637,6,120.0
637,7,164.0
637,10,116.0
637,11,61.0
637,12,43.0
638,0,93.0
638,2,111.0
638,3,121.0
638,4,96.0
638,5,60.0
638,6,53.0
638,7,48.0
638,8,99.0
638,10,126.0
639,0,90.0
639,2,71.0
639,3,65.0
639,4,132.0
639,5,138.0
639,6,124.0
639,7,148.0
639,8,102.0
639,9,112.0
639,10,118.0
640,0,92.0
640,2,69.0
640,3,65.0
640,4,61.0
640,6,53.0
640,7,93.0
640,8,113.0
640,10,162.0
641,0,109.0
641,2,58.0
641,3,148.0
641,4,119.0
641,5,183.0
641,6,188.0
641,7,180.0
641,9,70.0
641,10,65.0
641,11,60.0
641,12,57.0
641,13,53.0
642,0,92.0
642,2,52.0
642,3,48.0
642,4,43.0
642,5,39.0
642,6,35.0
642,8,116.0
642,9,148.0
642,10,142.0
642,12,61.0
642,13,56.0
643,0,101.0
643,2,54.0
643,3,50.0
643,4,46.0
643,5,96.0
643,6,131.0
643,7,143.0
643,8,192.0
644,0,103.0
644,2,93.0
644,3,88.0
644,5,80.0
644,6,76.0
644,7,72.0
644,8,69.0
644,9,62.0
645,0,99.0
645,2,89.0
645,3,84.0
645,4,80.0
645,5,77.0
645,6,73.0
645,7,69.0
645,8,66.0
645,9,61.0
646,0,96.0
646,2,96.0
646,3,75.0
646,4,69.0
646,5,63.0
646,6,87.0
646,7,135.0
647,0,90.0
647,2,71.0
647,3,66.0
647,4,61.0
647,5,118.0
647,6,115.0
647,7,109.0
647,8,62.0
647,9,55.0
647,10,90.0
648,0,92.0
648,2,141.0
648,3,109.0
648,4,127.0
648,5,66.0
648,6,59.0
648,8,130.0
648,9,81.0
648,10,76.0
648,11,128.0
649,0,91.0
649,2,56.0
649,3,52.0
649,4,45.0
649,6,91.0
649,10,107.0
649,11,108.0
650,0,91.0
650,2,100.0
650,3,60.0
650,4,56.0
650,5,109.0
650,6,98.0
650,7,58.0
650,8,49.0
650,9,45.0
650,10,89.0
650,11,113.0
650,12,109.0
651,0,96.0
651,2,80.0
651,6,64.0
651,7,60.0
651,8,57.0
651,9,131.0
651,10,113.0
651,11,141.0
651,12,162.0
651,13,147.0
652,0,90.0
652,2,100.0
652,3,97.0
652,4,82.0
652,5,73.0
652,6,130.0
652,7,115.0
652,8,127.0
652,9,134.0
652,10,83.0
652,11,74.0
652,12,67.0
653,0,97.0
653,3,45.0
653,4,42.0
653,5,38.0
653,6,34.0
653,8,135.0
653,9,98.0
653,10,189.0
653,11,192.0
653,12,152.0
654,0,105.0
654,3,76.0
654,4,71.0
654,5,68.0
654,6,64.0
654,7,59.0
654,8,112.0
654,9,117.0
654,10,153.0
654,12,150.0
655,0,90.0
655,2,48.0
655,3,85.0
655,4,125.0
655,5,131.0
655,6,179.0
655,7,170.0
655,8,67.0
655,13,44.0
656,0,106.0
656,3,60.0
656,4,56.0
656,5,52.0
656,6,111.0
656,7,93.0
656,8,152.0
656,9,164.0
656,10,130.0
656,11,65.0
656,13,58.0
657,0,92.0
657,2,74.0
657,3,72.0
657,4,69.0
657,5,125.0
657,6,137.0
657,7,142.0
657,8,145.0
657,9,146.0
657,10,68.0
657,11,64.0
658,0,100.0
658,3,127.0
658,4,108.0
658,5,109.0
658,6,109.0
658,7,116.0
658,8,65.0
658,9,60.0
659,0,90.0
659,2,126.0
659,3,96.0
659,5,98.0
659,6,96.0
659,7,72.0
659,8,64.0
659,9,85.0
660,0,96.0
660,2,80.0
660,3,76.0
660,4,73.0
660,5,70.0
660,6,131.0
660,7,108.0
660,8,152.0
660,9,155.0
661,0,104.0
661,2,93.0
661,3,89.0
661,4,85.0
661,5,81.0
661,6,77.0
661,7,72.0
661,8,69.0
661,9,65.0
661,11,58.0
662,0,103.0
662,2,96.0
662,3,75.0
662,4,67.0
662,5,101.0
662,7,67.0
662,8,59.0
662,9,141.0
663,0,92.0
663,2,106.0
663,3,121.0
663,4,112.0
663,5,132.0
663,6,71.0
663,7,66.0
663,8,57.0
664,0,98.0
664,2,94.0
664,3,118.0
664,4,109.0
664,5,105.0
664,6,131.0
664,7,75.0
664,8,70.0
664,9,63.0
664,11,111.0
665,0,98.0
665,2,83.0
665,3,79.0
665,4,76.0
665,5,129.0
665,6,153.0
665,7,198.0
666,0,92.0
666,2,53.0
666,3,49.0
666,4,127.0
666,5,114.0
666,6,147.0
666,7,158.0
666,8,143.0
666,10,69.0
667,0,92.0
667,2,58.0
667,3,55.0
667,4,50.0
667,5,47.0
667,6,44.0
667,7,39.0
667,8,36.0
667,9,121.0
667,10,94.0
667,11,142.0
667,12,155.0
668,0,94.0
668,2,129.0
668,3,128.0
668,4,154.0
668,5,159.0
668,6,152.0
668,10,52.0
669,0,99.0
669,2,122.0
669,3,79.0
669,4,72.0
669,5,65.0
669,6,152.0
669,7,132.0
670,0,94.0
670,2,120.0
670,3,112.0
670,4,62.0
670,5,54.0
670,7,126.0
670,9,125.0
670,10,125.0
670,13,105.0
671,0,90.0
671,2,80.0
671,3,77.0
671,5,70.0
671,6,67.0
671,7,64.0
671,9,57.0
671,11,49.0
672,0,90.0
672,2,69.0
672,3,58.0
672,4,51.0
672,6,108.0
672,8,73.0
672,9,135.0
672,10,120.0
673,0,91.0
673,2,87.0
673,3,90.0
673,4,128.0
673,5,100.0
673,6,121.0
673,9,98.0
673,10,146.0
673,11,163.0
674,0,94.0
674,2,80.0
674,3,80.0
674,4,72.0
674,5,72.0
674,6,62.0
674,7,64.0
674,8,55.0
674,9,55.0
674,10,52.0
675,0,91.0
675,2,38.0
675,3,33.0
675,4,29.0
675,5,26.0
675,6,22.0
675,7,19.0
675,8,14.0
675,9,87.0
675,10,96.0
675,11,156.0
675,12,169.0
676,0,109.0
676,2,95.0
676,3,91.0
676,4,85.0
676,5,83.0
676,6,75.0
676,11,61.0
677,0,99.0
677,2,87.0
677,3,84.0
677,4,80.0
677,5,76.0
677,6,72.0
677,7,69.0
677,8,66.0
677,9,62.0
677,11,54.0
678,0,97.0
678,2,41.0
678,3,38.0
678,4,33.0
678,5,27.0
678,6,24.0
678,7,21.0
678,8,18.0
678,9,89.0
678,10,91.0
678,11,158.0
678,12,163.0
679,0,104.0
679,2,90.0
679,3,87.0
679,5,79.0
679,6,76.0
679,7,71.0
679,8,67.0
679,9,62.0
680,0,90.0
680,2,118.0
680,3,85.0
680,4,79.0
680,5,104.0
680,6,137.0
680,7,134.0
681,0,93.0
681,2,146.0
681,3,120.0
681,4,117.0
681,5,137.0
681,6,103.0
681,8,73.0
681,10,62.0
682,0,97.0
682,3,51.0
682,5,44.0
682,6,40.0
682,7,37.0
682,8,33.0
682,9,100.0
682,10,126.0
683,0,96.0
683,2,86.0
683,3,81.0
683,4,78.0
683,5,74.0
683,6,70.0
683,7,66.0
683,8,61.0
683,9,122.0
683,10,115.0
683,11,150.0
683,12,155.0
684,0,92.0
684,2,67.0
684,3,63.0
684,4,54.0
684,5,109.0
684,6,118.0
684,7,116.0
684,8,126.0
684,9,87.0
684,10,110.0
685,0,102.0
685,2,108.0
685,3,129.0
685,4,144.0
685,5,181.0
685,6,164.0
685,7,85.0
685,8,81.0
686,0,101.0
686,2,67.0
686,3,63.0
686,4,60.0
686,5,56.0
686,6,125.0
686,7,121.0
686,8,141.0
686,9,172.0
686,10,151.0
687,0,90.0
687,2,41.0
687,3,38.0
687,4,33.0
687,5,99.0
687,6,114.0
687,7,134.0
687,8,148.0
687,9,131.0
688,0,95.0
688,2,87.0
688,3,111.0
688,4,104.0
688,5,88.0
688,6,125.0
688,7,134.0
689,0,110.0
689,2,55.0
689,3,52.0
689,4,46.0
689,5,41.0
689,6,37.0
689,8,102.0
689,9,124.0
689,10,174.0
689,11,152.0
689,12,93.0
690,0,107.0
690,2,92.0
690,3,88.0
690,5,79.0
690,7,71.0
690,8,66.0
690,9,61.0
691,0,96.0
691,2,84.0
691,3,81.0
691,4,77.0
691,5,72.0
691,6,69.0
691,7,65.0
691,8,62.0
691,9,59.0
692,0,101.0
692,2,91.0
692,3,87.0
692,5,79.0
692,6,75.0
692,7,71.0
692,8,67.0
692,9,63.0
693,0,97.0
693,2,109.0
693,3,100.0
693,4,99.0
693,5,113.0
693,6,105.0
693,7,77.0
693,8,69.0
693,9,61.0
693,10,92.0
693,11,65.0
693,13,105.0
694,0,90.0
694,2,53.0
694,4,45.0
694,5,40.0
694,6,35.0
694,7,113.0
694,9,151.0
694,10,153.0
694,11,151.0
695,0,96.0
695,2,80.0
695,4,73.0
695,5,70.0
695,6,67.0
695,7,111.0
695,8,112.0
695,9,142.0
695,10,179.0
695,11,153.0
696,0,98.0
696,2,104.0
696,3,61.0
696,4,57.0
696,5,97.0
696,6,96.0
696,7,111.0
696,8,70.0
696,9,61.0
696,10,51.0
696,11,98.0
696,13,125.0
697,0,90.0
697,2,86.0
697,3,124.0
697,4,111.0
697,5,88.0
697,6,86.0
697,7,122.0
697,8,68.0
697,10,56.0
698,0,91.0
698,2,59.0
698,3,53.0
698,4,48.0
698,5,45.0
698,6,40.0
698,7,36.0
698,8,30.0
698,10,137.0
699,0,107.0
699,2,95.0
699,3,91.0
699,4,87.0
699,5,82.0
699,6,78.0
699,7,73.0
699,8,68.0
699,9,63.0
699,10,58.0
700,0,107.0
700,2,80.0
700,3,76.0
700,4,72.0
700,6,110.0
700,7,144.0
700,8,162.0
701,0,103.0
701,2,92.0
701,3,87.0
701,4,84.0
701,5,80.0
701,6,76.0
701,7,73.0
702,0,98.0
702,2,97.0
702,3,93.0
702,4,89.0
702,5,85.0
702,6,80.0
702,8,159.0
702,10,166.0
703,0,99.0
703,2,65.0
703,3,61.0
703,4,58.0
703,5,53.0
703,6,49.0
703,7,123.0
703,8,104.0
703,9,163.0
703,10,166.0
704,0,95.0
704,2,121.0
704,3,100.0
704,4,126.0
704,5,124.0
704,8,50.0
704,9,126.0
704,13,70.0
705,0,90.0
705,2,90.0
705,3,85.0
705,4,80.0
705,5,77.0
705,6,73.0
705,7,69.0
705,8,64.0
705,9,59.0
706,0,90.0
706,2,125.0
706,3,63.0
706,4,57.0
706,5,50.0
706,6,113.0
706,7,121.0
706,8,124.0
706,9,121.0
706,10,140.0
707,0,91.0
707,5,44.0
707,6,41.0
707,7,123.0
707,8,100.0
707,9,147.0
707,10,160.0
708,0,100.0
708,2,61.0
708,3,55.0
708,4,51.0
708,5,95.0
708,6,71.0
708,8,110.0
708,9,103.0
709,0,99.0
709,2,136.0
709,3,120.0
709,4,97.0
709,5,73.0
709,6,65.0
709,7,61.0
709,8,104.0
709,9,135.0
710,0,90.0
710,2,41.0
710,3,38.0
710,4,95.0
710,5,115.0
710,6,126.0
710,7,134.0
711,0,90.0
711,2,131.0
711,3,132.0
711,5,154.0
711,7,87.0
711,9,78.0
711,10,75.0
712,0,90.0
712,2,91.0
712,3,86.0
712,4,82.0
712,5,78.0
712,6,74.0
712,7,70.0
712,8,66.0
712,9,62.0
712,10,58.0
712,11,55.0
712,12,51.0
713,0,100.0
713,2,43.0
713,3,39.0
713,4,35.0
713,5,30.0
713,6,26.0
713,7,117.0
713,8,107.0
713,9,149.0
713,10,162.0
714,0,110.0
714,2,98.0
714,3,94.0
714,6,80.0
714,7,74.0
714,8,71.0
714,9,65.0
715,0,105.0
715,2,53.0
715,3,49.0
715,4,134.0
715,5,117.0
715,6,151.0
715,7,164.0
716,0,90.0
716,2,114.0
716,3,101.0
716,4,124.0
716,5,61.0
716,7,46.0
716,8,101.0
716,9,121.0
716,10,116.0
716,11,60.0
716,12,52.0
716,13,113.0
717,0,101.0
717,2,88.0
717,3,84.0
717,4,79.0
717,5,74.0
717,8,62.0
717,11,33.0
718,0,95.0
718,3,63.0
718,4,60.0
718,5,55.0
718,7,123.0
718,8,138.0
718,9,168.0
719,0,109.0
719,2,94.0
719,3,92.0
719,4,87.0
719,5,82.0
719,6,78.0
719,7,74.0
719,8,74.0
719,9,69.0
719,10,60.0
720,0,101.0
720,2,88.0
720,3,84.0
720,4,79.0
720,5,75.0
720,6,71.0
720,7,68.0
720,8,63.0
720,9,59.0
721,0,92.0
721,2,121.0
721,3,100.0
721,4,97.0
721,5,95.0
721,7,55.0
721,8,92.0
721,9,91.0
722,0,98.0
722,2,50.0
722,3,47.0
722,4,44.0
722,5,39.0
722,6,36.0
722,7,32.0
722,8,114.0
722,9,89.0
722,10,158.0
722,11,188.0
723,0,100.0
723,2,90.0
723,3,87.0
723,4,84.0
723,5,80.0
723,6,139.0
723,7,194.0
724,0,98.0
724,3,72.0
724,4,68.0
724,5,129.0
724,6,79.0
724,7,69.0
724,9,104.0
724,11,127.0
724,12,100.0
724,13,95.0
725,0,96.0
725,2,69.0
725,3,64.0
725,4,59.0
725,5,54.0
725,6,51.0
725,7,46.0
725,8,42.0
725,9,107.0
725,10,111.0
725,11,144.0
725,12,163.0
726,0,97.0
726,2,85.0
726,3,67.0
726,4,40.0
726,5,114.0
726,6,127.0
726,7,134.0
727,0,90.0
727,3,88.0
727,4,119.0
727,5,67.0
727,6,62.0
727,7,113.0
727,11,94.0
727,12,124.0
727,13,105.0
728,0,96.0
728,2,76.0
728,3,73.0
728,4,68.0
728,5,63.0
728,6,61.0
728,7,56.0
728,8,52.0
728,9,99.0
728,10,116.0
728,11,136.0
728,12,139.0
729,0,93.0
729,2,101.0
729,4,66.0
729,6,118.0
729,7,123.0
729,8,94.0
729,9,103.0
730,0,101.0
730,2,87.0
730,3,82.0
730,4,79.0
730,5,76.0
730,6,72.0
730,7,69.0
730,8,64.0
730,9,60.0
730,11,53.0
730,12,45.0
730,13,45.0
731,0,109.0
731,3,63.0
731,4,60.0
731,5,55.0
731,6,51.0
731,7,46.0
731,8,41.0
731,9,149.0
731,10,134.0
731,11,160.0
731,12,195.0
732,0,110.0
732,2,73.0
732,3,69.0
732,4,65.0
732,5,60.0
732,6,55.0
732,7,50.0
732,8,146.0
732,9,121.0
732,10,154.0
732,11,155.0
733,0,94.0
733,2,61.0
733,3,53.0
733,4,92.0
733,5,110.0
733,6,129.0
733,7,71.0
733,8,67.0
733,9,60.0
733,10,94.0
733,12,97.0
733,13,95.0
734,0,106.0
734,2,68.0
734,3,65.0
734,4,83.0
734,5,88.0
734,6,142.0
734,7,153.0
734,8,151.0
735,0,93.0
735,3,54.0
735,4,51.0
735,5,92.0
735,8,162.0
735,10,85.0
735,12,71.0
735,13,73.0
736,0,90.0
736,2,83.0
736,3,113.0
736,4,123.0
736,5,165.0
736,6,189.0
736,8,89.0
737,0,90.0
737,2,86.0
737,3,82.0
737,4,77.0
737,5,74.0
737,6,70.0
737,7,66.0
737,8,63.0
737,9,58.0
738,0,90.0
738,5,122.0
738,7,102.0
738,9,53.0
738,10,47.0
738,11,117.0
738,13,51.0
739,0,103.0
739,2,133.0
739,3,80.0
739,4,74.0
739,5,66.0
739,7,95.0
739,8,127.0
740,0,100.0
740,2,88.0
740,3,83.0
740,4,80.0
740,5,75.0
740,6,72.0
740,7,67.0
741,0,98.0
741,2,79.0
741,3,75.0
741,4,71.0
741,5,126.0
741,6,93.0
741,7,140.0
741,8,142.0
742,0,90.0
742,2,128.0
742,3,105.0
742,5,75.0
742,7,103.0
742,8,105.0
742,11,83.0
742,13,69.0
743,0,91.0
743,2,83.0
743,3,79.0
743,4,76.0
743,5,73.0
743,6,70.0
743,8,62.0
744,0,98.0
744,2,75.0
744,4,72.0
744,5,69.0
744,6,65.0
744,7,62.0
744,8,115.0
744,9,97.0
744,10,135.0
745,0,93.0
745,2,75.0
745,3,71.0
745,4,67.0
745,5,63.0
745,6,59.0
745,7,127.0
746,0,90.0
746,3,131.0
746,4,128.0
746,5,107.0
746,6,138.0
746,7,79.0
746,8,68.0
746,9,145.0
746,10,133.0
747,0,109.0
747,2,96.0
747,3,92.0
747,4,87.0
747,5,82.0
747,7,73.0
747,8,70.0
747,9,64.0
747,10,60.0
747,11,56.0
748,0,91.0
748,2,81.0
748,3,77.0
748,4,73.0
748,5,69.0
748,6,65.0
748,7,61.0
748,8,57.0
748,9,53.0
748,10,48.0
749,0,99.0
749,2,124.0
749,4,99.0
749,6,63.0
749,7,53.0
749,8,93.0
749,9,139.0
749,10,66.0
749,11,59.0
749,13,102.0
750,0,99.0
750,2,114.0
750,3,67.0
750,4,58.0
750,5,51.0
750,6,119.0
750,7,129.0
751,0,93.0
751,2,89.0
751,4,99.0
751,5,59.0
751,7,127.0
751,8,69.0
751,9,62.0
751,10,52.0
751,11,98.0
752,0,104.0
752,2,142.0
752,4,104.0
752,5,74.0
752,6,62.0
752,7,132.0
752,8,138.0
752,9,125.0
753,0,98.0
753,2,88.0
753,3,83.0
753,4,80.0
753,5,77.0
753,6,72.0
753,7,69.0
753,8,66.0
753,9,63.0
754,0,90.0
754,2,75.0
754,3,72.0
754,5,65.0
754,6,62.0
754,7,58.0
754,8,54.0
754,9,124.0
755,0,97.0
755,2,122.0
755,3,126.0
755,4,107.0
755,5,98.0
755,6,65.0
755,7,58.0
755,8,94.0
756,0,93.0
756,2,42.0
756,3,39.0
756,4,36.0
756,5,30.0
756,6,27.0
756,7,99.0
756,8,128.0
756,9,153.0
756,10,160.0
756,12,25.0
757,0,99.0
757,2,54.0
757,3,50.0
757,4,45.0
757,5,41.0
757,6,36.0
757,7,33.0
757,8,123.0
757,9,106.0
757,10,152.0
757,11,177.0
757,12,151.0
758,0,94.0
758,3,55.0
758,5,48.0
758,6,44.0
758,7,112.0
758,8,99.0
758,9,134.0
758,10,154.0
758,12,78.0
758,13,74.0
759,0,106.0
759,2,98.0
759,3,126.0
759,4,145.0
759,5,104.0
759,6,133.0
759,7,115.0
760,0,109.0
760,2,112.0
760,3,136.0
760,4,115.0
760,5,125.0
760,6,77.0
760,7,67.0
760,8,60.0
760,9,101.0
760,10,99.0
760,11,81.0
761,0,99.0
761,2,48.0
761,3,45.0
761,4,41.0
761,5,36.0
761,6,31.0
761,7,27.0
761,8,23.0
761,9,136.0
761,10,129.0
761,11,139.0
762,0,104.0
762,2,144.0
762,3,144.0
762,4,68.0
762,5,60.0
762,6,51.0
762,7,96.0
762,8,127.0
763,0,94.0
763,2,93.0
763,3,89.0
763,4,85.0
763,5,80.0
763,6,76.0
763,7,72.0
763,8,67.0
763,9,62.0
763,10,59.0
763,12,49.0
763,13,45.0
764,0,92.0
764,2,71.0
764,3,66.0
764,4,62.0
764,5,58.0
764,6,53.0
764,7,48.0
764,8,128.0
764,9,145.0
764,10,150.0
764,12,151.0
764,13,81.0
765,0,91.0
765,2,47.0
765,3,43.0
765,4,39.0
765,5,36.0
765,6,36.0
765,7,29.0
765,8,101.0
765,9,101.0
765,10,137.0
765,11,138.0
766,0,105.0
766,2,122.0
766,3,113.0
766,4,67.0
766,5,58.0
766,6,49.0
766,7,137.0
766,8,122.0
766,9,117.0
766,10,107.0
766,11,79.0
767,0,97.0
767,2,64.0
767,3,61.0
767,4,57.0
767,5,53.0
767,6,49.0
767,7,45.0
767,8,98.0
767,9,104.0
767,10,135.0
767,11,137.0
768,0,92.0
768,2,56.0
768,3,52.0
768,4,49.0
768,5,139.0
768,6,129.0
768,7,167.0
768,10,68.0
768,11,64.0
768,12,59.0
768,13,54.0
769,0,99.0
769,2,85.0
769,3,81.0
769,4,78.0
769,5,74.0
769,7,68.0
769,8,63.0
769,9,59.0
770,0,94.0
770,2,57.0
770,3,53.0
770,4,48.0
770,5,131.0
770,6,115.0
770,7,133.0
771,0,98.0
771,2,83.0
771,3,131.0
771,4,93.0
771,5,160.0
771,6,165.0
771,7,157.0
771,8,53.0
771,9,47.0
771,11,39.0
771,12,72.0
771,13,63.0
772,0,101.0
772,2,134.0
772,3,79.0
772,4,69.0
772,6,128.0
772,7,135.0
772,8,64.0
772,9,61.0
772,10,56.0
772,11,132.0
772,12,103.0
773,0,94.0
773,2,152.0
773,3,150.0
773,5,181.0
773,7,80.0
773,9,73.0
773,10,69.0
773,11,63.0
774,0,96.0
774,2,110.0
774,3,101.0
